Smiles,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CCNN(C)C,7.203125,7.203125,0.5631249999999999,-3.4625000000000012,0.4805343888440512,49.0,88.15399999999994,76.05799999999999,88.10004838399999,38,0,0.14137936060351053,-0.25599879665148983,0.25599879665148983,0.14137936060351053,2.1666666666666665,3.0,3.5,15.464582797821297,10.798094121711141,1.7533869877578556,-2.065958645081055,1.5664456735687333,-2.290326005163646,4.2376375622345135,0.2985388680094372,1.9467125054045844,5.565265750772033,269.92321074083804,15.154700538379252,14.894427190999917,2.8944271909999157,7.526709006307398,7.068033988749895,1.1208203932499368,0.523606797749979,0.523606797749979,0.15,0.15,0.049999999999999996,0.049999999999999996,-0.08,1806.5492050154544,0.5005542980735374,3.1232520325203255,3.9200000000000004,56.03161187931789,0.0,1.4118420783282006,0.0,0.0,0.0,0.0,10.427728670346962,0.0,0.0,0.0,6.851892117295679,0.0,35.52685760275286,0.0,16.49018619620062,0.0,0.0,10.427728670346962,0.0,6.851892117295679,20.448513484880436,0.0,0.0,0.0,5.418816146392429,0.0,0.0,0.0,25.457426008834968,0.0,0.0,21.930236235168096,0.0,1.4118420783282006,0.0,0.0,15.27,37.72813427252308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.49018619620062,83.84437500000001,0.0,0.0,-0.5631249999999999,-0.666666666666667,0.0,0.0,0.0,-13.614583333333336,0.0,1.0,6,1,2,0,0,0,0,0,0,0,0,0,2,1,2,0,5,0,0,0,0,0,0.2605595381408267,0,0.07250000000000001,27.36369999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNN(C)CC,7.363541666666666,7.363541666666666,0.7089583333333334,-3.6958333333333337,0.5207825385699806,50.0,102.18099999999993,88.06899999999999,102.11569844799999,44,0,0.14139018684599625,-0.25574926477641996,0.25574926477641996,0.14139018684599625,2.0,3.0,3.5714285714285716,15.477875156515978,10.705275382082904,1.8358347931991086,-2.120023941044899,1.6758882290653994,-2.3294443129651428,4.323737172768304,0.25485931605994877,2.099575674172146,6.024470108804596,361.03133158597643,17.654700538379252,17.394427190999917,3.3944271909999157,8.776709006307398,8.318033988749896,1.3708203932499368,0.6354101966249684,0.6354101966249684,0.25590169943749475,0.25590169943749475,0.075,0.075,-0.08,6521.282043978685,0.6111824002838663,4.088918918918919,3.758059356203318,65.20649499405013,0.0,1.4118420783282006,0.0,0.0,0.0,0.0,5.418816146392429,5.008912523954532,0.0,0.0,13.703784234591359,0.0,37.78940749912701,0.0,19.23170330854106,0.0,0.0,10.427728670346962,0.0,13.703784234591359,19.969546268914137,0.0,0.0,0.0,5.418816146392429,0.0,0.0,0.0,24.978458792868665,0.0,0.0,31.523645464804215,0.0,1.4118420783282006,0.0,0.0,15.27,44.101059173852455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23170330854106,99.74585034013604,0.0,0.0,-0.7089583333333334,-0.7922916666666673,0.0,0.0,0.0,-17.994600340136056,0.0,1.0,7,1,2,0,0,0,0,0,0,0,0,0,2,1,2,0,6,0,0,0,0,0,0.35701075420442524,0,0.4625999999999999,31.980699999999985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNc1cc(-c2nc(N)n[nH]2)ccn1,8.100113378684807,8.100113378684807,0.032205184185703395,-3.287287218344895,0.6897814862202176,23.2,204.2370000000001,192.141,204.11234438399998,78,0,0.2392706840114218,-0.3703365324820614,0.3703365324820614,0.2392706840114218,2.0,3.0,3.8,15.25387463295545,10.229241178329326,2.034618100586332,-2.0209366651425498,2.166748475704618,-1.9840027056693115,5.593971354000628,1.0990653035475504,2.9124866701170364,2.728994116771729,860.0221215202066,20.8948230354559,19.18328157299975,7.183281572999749,12.196283428372041,9.501315561749644,3.7124611797498117,2.331230589874906,2.331230589874906,1.4049844718999247,1.4049844718999247,0.8629392036436909,0.8629392036436909,-2.1100000000000003,458935.087043692,2.7186451533592595,3.9516065651044285,2.037708881277223,104.03656489820062,11.029530329014648,5.817862777835028,11.47177281131273,5.948339280986494,0.0,0.0,5.091706557583081,4.9839785209472085,4.9839785209472085,5.098681808301038,0.0,18.93672953262227,25.0869991676788,4.1122756685106605,16.613436762674564,11.766202058821523,0.0,20.158345407778533,0.0,6.851892117295679,17.52639001333059,18.25773262614135,0.0,11.387855989696924,11.029530329014648,11.766202058821523,0.0,0.0,26.65520509209448,0.0,0.0,17.817960566657437,18.25773262614135,5.6473683133128025,11.387855989696924,0.0,92.51,54.76054247627142,0.0,0.0,16.12123688659773,0.0,0.0,0.0,0.0,0.0,15.066638850195453,16.613436762674564,90.11553001433458,0.0,7.079901699105568,3.4974430744520024,-0.5885090390609864,-2.000910375724364,-1.5475533824640957,-0.826162131519274,-6.563073192456763,0.0,0.2222222222222222,15,4,6,0,0,0,0,0,2,2,0,0,5,3,6,2,5,0,0,0,0,0,0.7162010690802524,2,0.8806999999999998,58.189800000000005,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCNc1ccccc1,7.565740740740741,7.565740740740741,0.19425925925925913,-3.224556523998489,0.6315618337185989,29.555555555555557,121.18299999999992,110.09499999999997,121.08914935199999,48,0,0.16003748364723341,-0.3853248321134123,0.3853248321134123,0.16003748364723341,1.7777777777777777,2.5555555555555554,3.2222222222222223,14.844900130421015,10.305193568697776,1.8103437061046888,-1.9870306251106156,2.0233561487652074,-1.9405031238918327,5.414508185559822,1.2127405517299872,2.322408978030132,3.568311289047386,505.2002665199224,16.04145188432738,15.447213595499958,4.447213595499958,8.836110083065902,7.644427190999917,2.197213595499958,1.1972135954999579,1.1972135954999579,0.6545084971874737,0.6545084971874737,0.35520509831248426,0.35520509831248426,-0.9800000000000001,11170.787184324934,1.0925153996954888,3.1269217948780974,1.7620129800279678,71.2238816659825,5.309813353288376,0.0,1.4118420783282006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.127256122989884,18.93672953262227,19.038038739850606,6.853792780851101,15.1194276400304,5.687386274683562,0.0,0.0,0.0,6.851892117295679,11.80667303760432,30.212093538316473,0.0,0.0,5.309813353288376,5.687386274683562,0.0,0.0,6.496859684315945,0.0,0.0,20.559477678997876,30.212093538316473,1.4118420783282006,0.0,0.0,12.03,49.248231614611655,0.0,0.0,5.309813353288376,0.0,0.0,0.0,0.0,0.0,0.0,15.1194276400304,80.84728753306878,0.0,0.0,-0.19425925925925913,-0.8221064814814809,0.0,-3.899047619047618,0.0,-6.431874173280425,0.0,0.25,9,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,3,0,0,0,0,0,0.3795789127275311,1,2.1184,40.60570000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNc1ncnc2c1cnn2C,7.775720427059713,7.775720427059713,0.11941421012849585,-3.23965702947846,0.7366077158407357,26.0,177.2110000000001,166.123,177.10144535199998,68,0,0.16252856501110263,-0.36963830823837307,0.36963830823837307,0.16252856501110263,1.8461538461538463,2.8461538461538463,3.6923076923076925,15.28064149353437,10.372450167616872,2.0493141342957215,-2.011146358556209,2.1631571484224144,-2.0023344540632477,5.85357370498203,0.7851044227412217,2.7240161239264014,2.793951933254485,775.2827198059766,18.662772227887025,17.23606797749979,6.23606797749979,10.67555748620835,8.65967477524977,3.2124611797498113,2.0930339887498954,2.0930339887498954,1.3832468511124176,1.3832468511124176,0.8660003665687184,0.8660003665687184,-1.65,94349.02246831484,2.229989362141144,3.005831374731124,1.2170694736664573,91.31701773096816,5.309813353288376,13.491993047971475,7.059019299095929,0.0,0.0,0.0,4.681802935145185,9.967957041894417,5.098681808301038,0.0,0.0,6.851892117295679,24.438755033959946,12.929877981449776,15.1194276400304,16.85126421306755,0.0,19.74844178534064,6.975826900282246,6.851892117295679,11.80667303760432,12.476266924780987,0.0,0.0,5.309813353288376,5.817862777835028,0.0,0.0,26.245301469656585,6.975826900282246,0.0,20.559477678997876,12.476266924780987,1.4118420783282006,11.033401435232523,0.0,55.63,49.6521098397424,0.0,0.0,5.309813353288376,4.681802935145185,0.0,0.0,0.0,0.0,15.066638850195455,15.1194276400304,82.13192991780048,0.0,7.037373393801965,2.892352607709751,-0.49204459561602376,-0.7299768518518512,0.0,-1.4618438208616773,-9.294457317649286,0.0,0.375,13,1,5,0,0,0,0,0,2,2,0,0,5,1,5,2,4,0,0,0,0,0,0.5156132300031152,2,0.7950999999999999,50.467700000000015,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNc1nn[nH]n1,7.221412037037037,7.221412037037037,0.029722222222221983,-3.0255583900226757,0.5488528972279317,25.25,113.12399999999998,106.06800000000001,113.07014522399999,44,0,0.262707148691853,-0.3518787585542088,0.3518787585542088,0.262707148691853,2.375,3.375,4.0,15.50194460475103,10.74194632812065,1.882671020712316,-1.880537894176011,1.8520559158190493,-1.9712788437722972,5.168310115802756,0.8814988143496101,2.478763865372574,2.9869844498225193,342.64001040717216,11.85337115112852,10.73606797749979,3.7360679774997894,6.65970216816285,5.138854381999832,1.7444271909999156,0.9024922359499621,0.9024922359499621,0.46422985673746947,0.46422985673746947,0.2347213595499957,0.2347213595499957,-1.13,1564.099999050094,1.2304954648920945,2.24774250890826,0.9270510531045325,56.43552136661762,5.309813353288376,0.0,1.4118420783282006,1.4118420783282006,5.948339280986494,0.0,0.0,0.0,5.206409844936912,5.098681808301038,5.098681808301038,12.065277212950548,13.350652465167045,0.0,9.677476937507503,5.948339280986494,0.0,20.617158557193854,0.0,6.851892117295679,11.80667303760432,0.0,0.0,0.0,5.309813353288376,5.948339280986494,0.0,0.0,27.114018241509804,0.0,0.0,13.705684898146778,0.0,2.8236841566564013,0.0,0.0,66.49000000000001,19.29709108259812,0.0,0.0,10.516223198225287,0.0,0.0,0.0,0.0,0.0,15.410748712256943,9.677476937507503,49.10378732048375,0.0,0.0,9.628368291761149,0.0,-0.5915509259259257,0.0,0.0,-5.973938019652306,0.0,0.6666666666666666,8,2,5,0,0,0,0,0,1,1,0,0,4,2,5,1,3,0,0,0,0,0,0.34572962043209904,1,-0.3685000000000002,28.341399999999997,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CCOC(=O)C(Cc1ccccc1)=C(C)O,12.655261085915846,12.655261085915846,0.9313168246012313,-3.756861247585457,0.48173877229764234,29.5,220.26800000000011,204.13999999999996,220.109944372,86,0,0.33722722347009776,-0.5120436355535981,0.5120436355535981,0.33722722347009776,1.625,2.4375,3.0625,16.532846597203463,10.04546621723981,2.140000379255908,-2.0755304604209925,2.1210700946073078,-2.114685856008986,5.889093711176585,-0.13836315878835218,2.5929470519271334,4.015356953863109,912.9619267585965,25.61036598507973,23.72474487139159,7.724744871391589,14.12395043829641,11.72474487139159,3.8164965809277263,2.3207057690291277,2.3207057690291277,1.3249149571305296,1.3249149571305296,0.7353741452319316,0.7353741452319316,-1.7699999999999998,1738985.8698454513,2.7255132275664935,5.954419399945056,3.422047088068702,117.9318942306478,9.84567114490726,0.0,0.0,0.0,1.4311996572326342,5.969305287951849,0.0,4.794537184071822,0.0,0.0,30.212093538316473,19.267235726288355,17.338993350691137,27.486564537833267,35.20158667153238,5.969305287951849,1.4311996572326342,0.0,0.0,20.076709135920737,6.558985242916289,47.107814431738916,0.0,0.0,0.0,0.0,0.0,0.0,17.63709872197535,15.90432503920125,0.0,39.82861406884167,41.544362940041914,0.0,1.4311996572326342,0.0,46.53,79.7128140985278,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84567114490726,21.992577999785933,124.37232714164506,0.0,12.655261085915846,3.8799196900982618,-3.0251384164777013,-3.95651455026455,-5.380125561058778,-3.638735355253214,-10.906994034604969,0.0,0.3076923076923077,16,1,3,0,0,0,0,1,0,1,0,0,3,1,3,0,7,0,0,0,0,0,1.0143030523142995,1,2.6242,62.10780000000003,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOC(=O)C(N)CC,11.790694444444444,11.790694444444444,0.9193447656840519,-3.850347222222222,0.5598189010186294,43.888888888888886,131.17499999999998,118.07099999999998,131.094628656,54,0,0.32238225891926164,-0.4648277133825194,0.4648277133825194,0.32238225891926164,2.2222222222222223,3.111111111111111,3.6666666666666665,16.53352799069441,10.24150427589515,2.0954286867619203,-2.053197041686117,1.885494651192983,-2.307341905665594,5.7474005556827095,-0.14422150774010808,2.2261722248829874,5.869173385523538,425.2267018521946,18.3618073195658,17.263710176427686,4.263710176427685,9.321202757815641,8.23040642444569,1.8359792334457736,0.9651884215471754,0.9651884215471754,0.45547960425362066,0.45547960425362066,0.14571717917868104,0.14571717917868104,-0.5700000000000001,12252.851925755962,1.1149835727166937,4.322705118842072,3.0827146312736664,73.55964939303418,10.456579929526322,8.841576625006047,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,6.851892117295679,13.224817018625059,10.96606844936176,10.671260911426948,27.433428412400684,5.969305287951849,0.0,0.0,5.719716975726273,26.094601604270384,6.558985242916289,0.0,0.0,0.0,5.719716975726273,0.0,0.0,0.0,18.546182999217784,9.53140013787187,0.0,35.15505325379316,0.0,2.8236841566564013,0.0,0.0,52.32,44.342609110864785,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.736862953800049,17.90202827452882,95.38737646447467,0.0,11.790694444444444,0.0,-0.9193447656840519,-2.3335648148148147,-3.850347222222222,-3.8279714663643247,-10.83017597316705,0.0,0.8333333333333334,9,2,3,0,0,0,0,0,0,0,1,0,3,1,3,0,6,0,0,0,0,1,0.5355272441341415,0,0.2867999999999998,34.89939999999999,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,13.737244425547996,13.737244425547996,0.8549205168178382,-4.472789115646261,0.7669944339918414,49.888888888888886,247.33800000000016,226.16999999999996,247.157228912,98,0,0.316145295086621,-0.46531358432850894,0.46531358432850894,0.316145295086621,1.5555555555555556,2.2777777777777777,2.888888888888889,16.534005206278056,9.725975037493862,2.4295379029365543,-2.384526040977965,2.3597745484243595,-2.465376031078749,5.830695898715141,-0.15180367257051428,2.691038119668596,3.339363629424481,1124.2328859521472,31.325908934703556,29.763710176427686,8.763710176427685,16.919278969168957,15.033192828945733,4.533192828945732,3.050598618172144,3.050598618172144,2.0353251537554984,2.0353251537554984,1.2282288980874516,1.2282288980874516,-1.35,30683216.640461333,2.7298823153353218,5.527843562409225,2.410642396490399,138.24933249881522,9.636772684650527,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,30.212093538316473,45.13073968056556,19.190619786383078,21.569285605504607,38.3173298174465,5.969305287951849,0.0,4.899909730850478,0.0,25.012732389351218,26.528531511830423,35.77554503001347,0.0,0.0,0.0,0.0,0.0,0.0,37.39774653063275,14.94639060726865,0.0,53.9471230912261,30.212093538316473,0.0,0.0,0.0,29.54,98.18602394999746,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.736862953800049,28.785929679574615,171.68976854476358,0.0,12.882323908730157,0.0,-6.21420493197279,-2.7128727324263036,-7.003447906168641,-8.945578231292519,-20.529321984966835,0.0,0.5333333333333333,18,0,3,0,1,1,0,1,0,1,0,0,3,0,3,1,5,0,1,1,0,0,0.8383534657200638,2,2.2131,71.48400000000005,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOC(=O)C1(c2ccccc2)CCN(CCF)CC1,14.452149838764196,14.452149838764196,1.1882538501511717,-4.781875236639397,0.7758196604951174,47.65,279.35499999999956,257.179,279.16345716400065,110,0,0.31614529873170166,-0.46531358431898673,0.46531358431898673,0.31614529873170166,1.55,2.25,2.85,19.14120817261638,9.724777949665992,2.4345967983970933,-2.3956067941888,2.3635539729062676,-2.480774663708364,5.8307791097180495,-0.15196757739847497,2.7484826152944866,3.369332912522986,1225.4161558525464,33.825908934703556,31.64167464943691,9.641674649436911,18.169278969168957,15.972175065450346,4.972175065450346,3.2568931352994404,3.2568931352994404,2.189386265366913,2.189386265366913,1.3263883102613718,1.3263883102613718,-1.4200000000000002,104998082.56600304,3.3213487586647754,6.8403444263834885,3.0076827887736632,150.1847805163059,9.636772684650527,6.626694250678278,0.0,0.0,0.0,5.969305287951849,4.794537184071822,4.39041504767482,0.0,0.0,30.212093538316473,38.15491278028332,24.3167209145288,24.310802717845046,44.07850342129155,5.969305287951849,0.0,4.899909730850478,0.0,25.012732389351218,32.6762585465424,35.77554503001347,0.0,0.0,0.0,4.39041504767482,0.0,0.0,43.54547356534473,14.94639060726865,0.0,55.31788164739633,30.212093538316473,0.0,0.0,0.0,29.54,104.33375098470945,9.184952231746642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.736862953800049,30.156688235744834,193.82555264007578,0.0,12.644621362433861,0.0,-6.527448979591839,-2.8394671201814052,-7.444593484425961,-9.437244897959186,-26.804752853684594,0.0,0.5625,20,0,3,0,1,1,0,1,0,1,0,0,3,0,4,1,6,0,1,1,0,0,1.1359584734704158,2,2.5528000000000004,76.40200000000004,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOC(=O)C1C2c3ccccc3C(c3ccccc32)C1N(C)C,14.208116181657845,14.208116181657845,0.8780650037792896,-4.500399187452762,0.8117445438106554,55.125,321.41999999999956,298.236,321.1728789760007,124,0,0.31102307690424535,-0.46569688908073975,0.46569688908073975,0.31102307690424535,1.125,1.6666666666666667,2.1666666666666665,16.533112539796004,9.561371991772162,2.532467955367887,-2.512368611577197,2.5620816782044242,-2.531712043166319,5.788535736134201,-0.15154573996329046,2.886373587459043,2.49448957226273,1640.3342358716973,36.79001054984131,34.763710176427686,11.763710176427685,20.767355180522276,18.033192828945733,6.533192828945732,4.800598618172143,4.800598618172143,3.6700664800145213,3.6700664800145213,2.8749284392404846,2.8749284392404846,-2.1299999999999994,2131155115.940808,4.1568736698064965,5.74549661402618,2.041519797474485,175.1105365516856,9.636772684650527,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,48.33934966130636,43.05735188464815,35.62566906928867,26.160528489981562,41.058846929786945,5.969305287951849,0.0,4.899909730850478,5.893957685363079,24.65769995637148,20.51063904348078,70.59315562809434,0.0,0.0,0.0,0.0,0.0,0.0,37.39774653063275,9.53140013787187,5.893957685363079,72.4210602467249,48.33934966130636,0.0,0.0,0.0,29.54,132.52466733211202,10.277571408752703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.736862953800049,26.044412567234176,197.09472391145005,0.0,13.330051177878556,0.0,-5.175238173973292,-15.079414564436892,-14.608196238435692,0.0,-16.395259445816134,0.0,0.38095238095238093,24,0,3,3,0,3,0,2,0,2,2,2,3,0,3,0,6,0,0,0,0,2,0.9951376497836586,5,3.3869000000000016,94.16800000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOC(=O)CC(c1ccccc1)N(C)C,12.710344230284704,12.710344230284704,0.8818627173091462,-4.358706538170828,0.7141134347689232,35.9375,221.30000000000015,202.14799999999997,221.141578848,88,0,0.3072151104734429,-0.4659171531340383,0.4659171531340383,0.3072151104734429,1.625,2.375,3.0,16.53196546594921,10.0304048261149,2.1784540686289207,-2.2329757964937915,2.2137948306898587,-2.2325756171206406,5.699803974915678,-0.14397869319348117,2.604678081097443,4.227839471290329,949.4170752252528,28.325908934703556,26.763710176427686,7.763710176427685,15.169278969168959,13.283192828945733,3.783192828945732,2.300598618172144,2.300598618172144,1.3246027079610616,1.3246027079610616,0.7671457501580421,0.7671457501580421,-1.35,4497341.361946088,2.410642396490399,6.279947746336136,3.6629127575484435,123.71533842321561,9.636772684650527,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,30.212093538316473,26.366997409557168,21.096236586222062,23.897978593607426,35.57581270510605,5.969305287951849,0.0,4.899909730850478,0.0,19.242709486974704,20.51063904348078,35.77554503001347,0.0,0.0,0.0,0.0,0.0,0.0,31.37985406228311,9.53140013787187,0.0,50.85057354590592,30.212093538316473,0.0,0.0,0.0,29.54,86.39810857927128,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.736862953800049,26.044412567234176,149.68841406792797,0.0,11.828481512975557,0.0,-1.6044954648526069,-2.584318310657596,-10.68760255725849,-4.358706538170828,-15.615106043297338,0.0,0.46153846153846156,16,0,3,0,0,0,0,1,0,1,1,0,3,0,3,0,8,0,0,0,0,1,0.9461692678163889,1,2.2425000000000006,64.12000000000005,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
